product, band, modis_date, dt, value_min, value_max, value_sum, value_range, value_mean, value_variance, value_standard_deviation, pixels_total, pixels_pass_qa, pixels_pass_qa_per_cent, proc_date, value_center
MCD15A3H,Lai_500m,A2012281,07/10/2012,1.4,6.8,1238.4994,5.4,4.2855,0.7298,0.8543,289,289,100,2.01525E+12,4.1
MCD15A3H,Lai_500m,A2012285,11/10/2012,1.2,4.5,724.9002,3.3,2.5083,0.5428,0.7367,289,289,100,2.01525E+12,1.5
MCD15A3H,Lai_500m,A2012289,15/10/2012,0.9,2.5,399.6999,1.6,1.383,0.0522,0.2285,289,289,100,2.01525E+12,1.2
MCD15A3H,Lai_500m,A2012293,19/10/2012,0.7,2.1,278.1996,1.4,0.9626,0.016,0.1267,289,289,100,2.01525E+12,0.7
MCD15A3H,Lai_500m,A2012297,23/10/2012,0.5,1.4,242.3999,0.9,0.8388,0.0213,0.1461,289,289,100,2.01525E+12,0.7
MCD15A3H,Lai_500m,A2012301,27/10/2012,0.5,1.9,214.0997,1.4,0.7408,0.0221,0.1488,289,289,100,2.01525E+12,0.5
MCD15A3H,Lai_500m,A2012305,31/10/2012,0.5,2,191.6,1.5,0.663,0.0271,0.1646,289,289,100,2.01525E+12,0.5
MCD15A3H,Lai_500m,A2012309,04/11/2012,0.3,1.1,168.9999,0.8,0.5848,0.0131,0.1146,289,289,100,2.01525E+12,0.4
MCD15A3H,Lai_500m,A2012313,08/11/2012,0.5,1.4,197.6998,0.9,0.6841,0.016,0.1265,289,289,100,2.01525E+12,0.6
MCD15A3H,Lai_500m,A2012317,12/11/2012,0.5,1.4,187.5,0.9,0.6488,0.0175,0.1323,289,289,100,2.01525E+12,0.5
MCD15A3H,Lai_500m,A2012321,16/11/2012,0.5,1.4,170.8,0.9,0.591,0.0187,0.1369,289,289,100,2.01525E+12,0.5
MCD15A3H,Lai_500m,A2012325,20/11/2012,0.4,1.4,162.5999,1,0.5626,0.016,0.1267,289,289,100,2.01525E+12,0.5
MCD15A3H,Lai_500m,A2012329,24/11/2012,0.3,0.8,139.2,0.5,0.4817,0.0074,0.0859,289,289,100,2.01525E+12,0.5
MCD15A3H,Lai_500m,A2012333,28/11/2012,0.5,1,179.3,0.5,0.6204,0.011,0.1051,289,289,100,2.01525E+12,0.5
MCD15A3H,Lai_500m,A2012337,02/12/2012,0.3,0.8,103.7002,0.5,0.3588,0.0106,0.1029,289,289,100,2.01525E+12,0.4
MCD15A3H,Lai_500m,A2012341,06/12/2012,0.1,0.1,0.2,0,0.1,0,0,289,2,0.69,2.01525E+12,F
MCD15A3H,Lai_500m,A2012345,10/12/2012,0.4,1,154.1,0.6,0.5332,0.008,0.0892,289,289,100,2.01525E+12,0.5
MCD15A3H,Lai_500m,A2012349,14/12/2012,0.3,0.9,112.6003,0.6,0.3896,0.0138,0.1175,289,289,100,2.01525E+12,0.3
MCD15A3H,Lai_500m,A2012353,18/12/2012,0,0,0,0,0,0,0,289,0,0,2.01525E+12,F
MCD15A3H,Lai_500m,A2012357,22/12/2012,0.1,0.6,131.2001,0.5,0.454,0.0071,0.0844,289,289,100,2.01525E+12,0.5
MCD15A3H,Lai_500m,A2012361,26/12/2012,0,0,0,0,0,0,0,289,0,0,2.01525E+12,F
MCD15A3H,Lai_500m,A2012365,30/12/2012,0.1,0.3,20.3,0.2,0.2671,0.0038,0.0615,289,76,26.3,2.01525E+12,F
MCD15A3H,Lai_500m,A2013001,01/01/2013,0.1,1.1,82.1001,1,0.3649,0.0138,0.1176,289,225,77.85,2.01525E+12,0.4
MCD15A3H,Lai_500m,A2013005,05/01/2013,0.3,2.8,49.4,2.5,0.4891,0.1164,0.3412,289,101,34.95,2.01525E+12,0.3
MCD15A3H,Lai_500m,A2013009,09/01/2013,0.1,0.7,122.9,0.6,0.4253,0.0195,0.1395,289,289,100,2.01525E+12,0.5
MCD15A3H,Lai_500m,A2013013,13/01/2013,0.1,0.5,60.4999,0.4,0.3087,0.0019,0.0438,289,196,67.82,2.01525E+12,0.3
MCD15A3H,Lai_500m,A2013017,17/01/2013,0.4,1.6,155,1.2,0.5363,0.0143,0.1195,289,289,100,2.01525E+12,0.4
MCD15A3H,Lai_500m,A2013021,21/01/2013,0.3,0.6,107.8002,0.3,0.373,0.0062,0.0787,289,289,100,2.01525E+12,0.4
MCD15A3H,Lai_500m,A2013025,25/01/2013,0.2,0.7,149.7001,0.5,0.518,0.0027,0.0522,289,289,100,2.01525E+12,0.5
MCD15A3H,Lai_500m,A2013029,29/01/2013,0.1,0.9,21.5,0.8,0.2722,0.025,0.1583,289,79,27.34,2.01525E+12,0.2
MCD15A3H,Lai_500m,A2013033,02/02/2013,0,0,0,0,0,0,0,289,0,0,2.01525E+12,F
MCD15A3H,Lai_500m,A2013037,06/02/2013,0.3,0.9,145.6,0.6,0.5038,0.0027,0.0521,289,289,100,2.01526E+12,0.4
MCD15A3H,Lai_500m,A2013041,10/02/2013,0.3,0.6,130.5001,0.3,0.4516,0.0036,0.06,289,289,100,2.01526E+12,0.4
MCD15A3H,Lai_500m,A2013045,14/02/2013,0.5,0.8,151.4,0.3,0.5239,0.0031,0.056,289,289,100,2.01526E+12,0.5
MCD15A3H,Lai_500m,A2013049,18/02/2013,0.4,0.8,156.5,0.4,0.5415,0.0033,0.0571,289,289,100,2.01526E+12,0.5
MCD15A3H,Lai_500m,A2013053,22/02/2013,0.4,0.8,166.7,0.4,0.5768,0.0057,0.0757,289,289,100,2.01526E+12,0.4
MCD15A3H,Lai_500m,A2013057,26/02/2013,0,0,0,0,0,0,0,289,0,0,2.01526E+12,F
MCD15A3H,Lai_500m,A2013061,02/03/2013,0.3,1.1,153.9,0.8,0.6439,0.0204,0.1427,289,239,82.7,2.01526E+12,0.6
MCD15A3H,Lai_500m,A2013065,06/03/2013,0.2,0.7,94.6002,0.5,0.3273,0.0074,0.0859,289,289,100,2.01526E+12,0.3
MCD15A3H,Lai_500m,A2013069,10/03/2013,0.2,0.9,65.1,0.7,0.434,0.0193,0.139,289,150,51.9,2.01526E+12,0.5
MCD15A3H,Lai_500m,A2013073,14/03/2013,0.1,0.7,129.4002,0.6,0.4793,0.0187,0.1367,289,270,93.43,2.01526E+12,0.5
MCD15A3H,Lai_500m,A2013077,18/03/2013,0.6,0.9,208.5,0.3,0.7215,0.0069,0.0829,289,289,100,2.01526E+12,0.6
MCD15A3H,Lai_500m,A2013081,22/03/2013,0.6,1,215.4001,0.4,0.7453,0.0064,0.0801,289,289,100,2.01526E+12,0.6
MCD15A3H,Lai_500m,A2013085,26/03/2013,0.5,0.8,179.8002,0.3,0.6243,0.0025,0.0496,289,288,99.65,2.01526E+12,0.6
MCD15A3H,Lai_500m,A2013089,30/03/2013,0.6,1.2,229.3002,0.6,0.7934,0.0091,0.0952,289,289,100,2.01526E+12,0.6
MCD15A3H,Lai_500m,A2013093,03/04/2013,0.6,1.3,186.7002,0.7,0.646,0.0103,0.1015,289,289,100,2.01526E+12,0.6
MCD15A3H,Lai_500m,A2013097,07/04/2013,0.5,1.8,250.9,1.3,0.8682,0.0222,0.1489,289,289,100,2.01526E+12,0.7
MCD15A3H,Lai_500m,A2013101,11/04/2013,0.3,1.7,138,1.4,0.6866,0.0611,0.2471,289,201,69.55,2.01526E+12,0.5
MCD15A3H,Lai_500m,A2013105,15/04/2013,0.2,1.4,213.5001,1.2,0.9839,0.0383,0.1957,289,217,75.09,2.01526E+12,0.8
MCD15A3H,Lai_500m,A2013109,19/04/2013,0.8,2.7,303.6001,1.9,1.0505,0.028,0.1672,289,289,100,2.01526E+12,1
MCD15A3H,Lai_500m,A2013113,23/04/2013,0.2,1.9,169.7999,1.7,0.8163,0.0656,0.2561,289,208,71.97,2.01526E+12,0.7
MCD15A3H,Lai_500m,A2013117,27/04/2013,1.2,2.7,441.8997,1.5,1.5291,0.045,0.2121,289,289,100,2.01526E+12,1.6
MCD15A3H,Lai_500m,A2013121,01/05/2013,1,5.3,380.4004,4.3,1.3163,0.3343,0.5782,289,289,100,2.01526E+12,1.1
MCD15A3H,Lai_500m,A2013125,05/05/2013,0,0,0,0,0,0,0,289,0,0,2.01526E+12,F
MCD15A3H,Lai_500m,A2013129,09/05/2013,0.9,6.8,1012.8,5.9,4.5828,1.1632,1.0785,289,221,76.47,2.01526E+12,4.7
MCD15A3H,Lai_500m,A2013133,13/05/2013,3,6.8,1494.1986,3.8,5.2063,0.4173,0.646,289,287,99.31,2.01526E+12,5.6
MCD15A3H,Lai_500m,A2013137,17/05/2013,1,6.8,347.5999,5.8,4.6973,1.7995,1.3414,289,74,25.61,2.01526E+12,2.1
MCD15A3H,Lai_500m,A2013141,21/05/2013,1.3,6.5,69.7,5.2,3.485,3.1813,1.7836,289,20,6.92,2.01526E+12,F
MCD15A3H,Lai_500m,A2013145,25/05/2013,0,0,0,0,0,0,0,289,0,0,2.01526E+12,F
MCD15A3H,Lai_500m,A2013149,29/05/2013,1,6,82.3,5,2.5719,3.6801,1.9184,289,32,11.07,2.01526E+12,F
MCD15A3H,Lai_500m,A2013153,02/06/2013,1,6.5,651.4999,5.5,3.6194,2.0256,1.4232,289,180,62.28,2.01526E+12,2.4
MCD15A3H,Lai_500m,A2013157,06/06/2013,1,6.8,203.1,5.8,4.062,3.1732,1.7813,289,50,17.3,2.01526E+12,F
MCD15A3H,Lai_500m,A2013161,10/06/2013,1.1,6.8,590.7,5.7,4.0738,2.2236,1.4912,289,145,50.17,2.01526E+12,F
MCD15A3H,Lai_500m,A2013165,14/06/2013,0.9,6.7,797.9001,5.8,4.639,2.2397,1.4966,289,172,59.52,2.01526E+12,F
MCD15A3H,Lai_500m,A2013169,18/06/2013,0.9,6.8,855.0998,5.9,4.5973,1.4835,1.218,289,186,64.36,2.01526E+12,4.9
MCD15A3H,Lai_500m,A2013173,22/06/2013,0.6,6.4,225.4,5.8,2.087,2.8109,1.6766,289,108,37.37,2.01526E+12,1
MCD15A3H,Lai_500m,A2013177,26/06/2013,0.9,6.2,525.8002,5.3,3.7291,2.373,1.5404,289,141,48.79,2.01526E+12,1.3
MCD15A3H,Lai_500m,A2013181,30/06/2013,4.5,5.9,48.5,1.4,4.85,0.1865,0.4319,289,10,3.46,2.01526E+12,F
MCD15A3H,Lai_500m,A2013185,04/07/2013,5.1,6.4,33.7,1.3,5.6167,0.2081,0.4561,289,6,2.08,2.01526E+12,F
MCD15A3H,Lai_500m,A2013189,08/07/2013,1.3,5.2,25.3,3.9,3.1625,3.2273,1.7965,289,8,2.77,2.01526E+12,F
MCD15A3H,Lai_500m,A2013193,12/07/2013,0.9,6.8,973.9997,5.9,4.4072,2.0584,1.4347,289,221,76.47,2.01526E+12,5.5
MCD15A3H,Lai_500m,A2013197,16/07/2013,0.5,6.6,502.4002,6.1,3.3946,4.0408,2.0102,289,148,51.21,2.01526E+12,2.2
MCD15A3H,Lai_500m,A2013201,20/07/2013,1.7,6.3,60.2,4.6,4.3,1.5271,1.2358,289,14,4.84,2.01526E+12,F
MCD15A3H,Lai_500m,A2013205,24/07/2013,1.3,6.8,866.2998,5.5,4.9222,2.0684,1.4382,289,176,60.9,2.01527E+12,F
MCD15A3H,Lai_500m,A2013209,28/07/2013,0.6,6.8,424.8001,6.2,3.2427,4.1009,2.0251,289,131,45.33,2.01526E+12,F
MCD15A3H,Lai_500m,A2013213,01/08/2013,0.7,6.8,589.2003,6.1,4.1493,3.257,1.8047,289,142,49.13,2.01527E+12,F
MCD15A3H,Lai_500m,A2013217,05/08/2013,1.6,6.8,321,5.2,5.9444,0.9232,0.9608,289,54,18.69,2.01526E+12,F
MCD15A3H,Lai_500m,A2013221,09/08/2013,0.6,6.1,674.1998,5.5,3.9198,2.3065,1.5187,289,172,59.52,2.01527E+12,F
MCD15A3H,Lai_500m,A2013225,13/08/2013,0.9,6.8,1081.2999,5.9,5.3005,2.8531,1.6891,289,204,70.59,2.01526E+12,1.1
MCD15A3H,Lai_500m,A2013229,17/08/2013,0.8,6.8,1073.1003,6,4.7482,2.477,1.5739,289,226,78.2,2.01527E+12,4.7
MCD15A3H,Lai_500m,A2013233,21/08/2013,3.6,6.8,1487.4995,3.2,5.1471,0.4588,0.6774,289,289,100,2.01526E+12,4.7
MCD15A3H,Lai_500m,A2013237,25/08/2013,3.2,6.6,1588.2,3.4,5.4955,0.2307,0.4803,289,289,100,2.01527E+12,5.7
MCD15A3H,Lai_500m,A2013241,29/08/2013,1.7,6.8,1270.5995,5.1,4.3965,2.5461,1.5956,289,289,100,2.01527E+12,6.4
MCD15A3H,Lai_500m,A2013245,02/09/2013,3.1,6.4,1447.6003,3.3,5.009,0.1052,0.3244,289,289,100,2.01527E+12,4.9
MCD15A3H,Lai_500m,A2013249,06/09/2013,2.3,6.6,1527.6,4.3,5.2858,0.1466,0.3829,289,289,100,2.01527E+12,5.3
MCD15A3H,Lai_500m,A2013253,10/09/2013,2.1,6.8,1471.9999,4.7,5.1111,0.1632,0.404,289,288,99.65,2.01527E+12,4.9
MCD15A3H,Lai_500m,A2013257,14/09/2013,1.3,6.9,1375.8002,5.6,4.7606,1.0007,1.0004,289,289,100,2.01527E+12,4.5
MCD15A3H,Lai_500m,A2013261,18/09/2013,0.7,6.7,1173.7004,6,4.268,0.8975,0.9474,289,275,95.16,2.01527E+12,4.5
MCD15A3H,Lai_500m,A2013265,22/09/2013,2.5,6.6,1487.0997,4.1,5.1457,0.2457,0.4957,289,289,100,2.01527E+12,4.9
MCD15A3H,Lai_500m,A2013269,26/09/2013,2,6.8,1536.6998,4.8,5.3173,0.6381,0.7988,289,289,100,2.01527E+12,5.5
MCD15A3H,Lai_500m,A2013273,30/09/2013,0.5,6.8,540.1002,6.3,2.6346,2.6375,1.624,289,205,70.93,2.01527E+12,F
MCD15A3H,Lai_500m,A2013277,04/10/2013,0.3,5.4,428.8,5.1,2.199,2.3055,1.5184,289,195,67.47,2.01527E+12,1.1
MCD15A3H,Lai_500m,A2013281,08/10/2013,2,5.9,1330.1991,3.9,4.6028,0.1068,0.3268,289,289,100,2.01527E+12,4.5
MCD15A3H,Lai_500m,A2013285,12/10/2013,1.5,4.9,1203.1,3.4,4.163,0.3783,0.6151,289,289,100,2.01527E+12,4.3
MCD15A3H,Lai_500m,A2013289,16/10/2013,1.2,4.8,1031.5001,3.6,3.5692,0.8607,0.9277,289,289,100,2.01527E+12,3.1
MCD15A3H,Lai_500m,A2013293,20/10/2013,1.1,4.4,828.5,3.3,2.8668,0.9744,0.9871,289,289,100,2.01527E+12,1.7
MCD15A3H,Lai_500m,A2013297,24/10/2013,1,4.4,774.9005,3.4,2.6813,0.9385,0.9688,289,289,100,2.01527E+12,1.7
MCD15A3H,Lai_500m,A2013301,28/10/2013,0.8,3.2,425.6001,2.4,1.4727,0.0962,0.3102,289,289,100,2.01527E+12,1.1
MCD15A3H,Lai_500m,A2013305,01/11/2013,0.3,1.1,211.5999,0.8,0.7322,0.0504,0.2245,289,289,100,2.01527E+12,0.7
MCD15A3H,Lai_500m,A2013309,05/11/2013,0.5,1.5,212.7996,1,0.7363,0.0108,0.1037,289,289,100,2.01527E+12,0.6
MCD15A3H,Lai_500m,A2013313,09/11/2013,0.5,1.5,214.3996,1,0.7419,0.0139,0.1177,289,289,100,2.01527E+12,0.6
MCD15A3H,Lai_500m,A2013317,13/11/2013,0.5,1.3,171.3001,0.8,0.5927,0.015,0.1225,289,289,100,2.01527E+12,0.5
MCD15A3H,Lai_500m,A2013321,17/11/2013,0.5,1.2,178.9001,0.7,0.619,0.0157,0.1251,289,289,100,2.01527E+12,0.5
MCD15A3H,Lai_500m,A2013325,21/11/2013,0.1,1.6,150.2,1.5,0.5197,0.0167,0.1294,289,289,100,2.01527E+12,0.5
MCD15A3H,Lai_500m,A2013329,25/11/2013,0.5,0.9,158.0001,0.4,0.5467,0.0072,0.0848,289,289,100,2.01527E+12,0.5
MCD15A3H,Lai_500m,A2013333,29/11/2013,0.5,1.3,158.7,0.8,0.5491,0.0138,0.1177,289,289,100,2.01527E+12,0.5
MCD15A3H,Lai_500m,A2013337,03/12/2013,0.1,0.1,0.2,0,0.1,0,0,289,2,0.69,2.01527E+12,F
MCD15A3H,Lai_500m,A2013341,07/12/2013,0.1,0.9,97.2001,0.8,0.4301,0.0141,0.1189,289,226,78.2,2.01527E+12,0.3
MCD15A3H,Lai_500m,A2013345,11/12/2013,0.1,0.9,98.5002,0.8,0.3675,0.0097,0.0986,289,268,92.73,2.01527E+12,0.3
MCD15A3H,Lai_500m,A2013349,15/12/2013,0.1,1.5,86.5,1.4,0.4577,0.0279,0.1672,289,189,65.4,2.01527E+12,0.5
MCD15A3H,Lai_500m,A2013353,19/12/2013,0,0,0,0,0,0,0,289,0,0,2.01527E+12,F
MCD15A3H,Lai_500m,A2013357,23/12/2013,0.3,1,127.0002,0.7,0.4394,0.0142,0.119,289,289,100,2.01527E+12,0.5
MCD15A3H,Lai_500m,A2013361,27/12/2013,0.4,0.7,146.7,0.3,0.5076,0.0024,0.0493,289,289,100,2.01527E+12,0.5
MCD15A3H,Lai_500m,A2013365,31/12/2013,0.3,0.9,111.4002,0.6,0.3882,0.013,0.1138,289,287,99.31,2.01527E+12,0.3
MCD15A3H,Lai_500m,A2014001,01/01/2014,0.3,0.9,70.1001,0.6,0.4223,0.0163,0.1277,289,166,57.44,2.01527E+12,0.3
MCD15A3H,Lai_500m,A2014005,05/01/2014,0,0,0,0,0,0,0,289,0,0,2.01527E+12,F
MCD15A3H,Lai_500m,A2014009,09/01/2014,0.1,0.3,43.1,0.2,0.2014,0.0066,0.0812,289,214,74.05,2.01527E+12,0.3
MCD15A3H,Lai_500m,A2014013,13/01/2014,0.1,0.5,90.4002,0.4,0.3336,0.0034,0.0584,289,271,93.77,2.01527E+12,0.3
MCD15A3H,Lai_500m,A2014017,17/01/2014,0.1,0.7,104.5,0.6,0.4524,0.0177,0.1332,289,231,79.93,2.01527E+12,F
MCD15A3H,Lai_500m,A2014021,21/01/2014,0.1,1,84.2001,0.9,0.3661,0.0155,0.1243,289,230,79.58,2.01527E+12,0.6
MCD15A3H,Lai_500m,A2014025,25/01/2014,0.1,0.6,102.0001,0.5,0.4268,0.0103,0.1016,289,239,82.7,2.01527E+12,0.3
MCD15A3H,Lai_500m,A2014029,29/01/2014,0.2,0.7,98.4002,0.5,0.3591,0.0121,0.1098,289,274,94.81,2.01527E+12,0.2
MCD15A3H,Lai_500m,A2014033,02/02/2014,0.2,0.6,124.2001,0.4,0.4298,0.0064,0.0799,289,289,100,2.01527E+12,0.3
MCD15A3H,Lai_500m,A2014037,06/02/2014,0.1,1.1,75.0001,1,0.3968,0.0072,0.0848,289,189,65.4,2.01528E+12,0.4
MCD15A3H,Lai_500m,A2014041,10/02/2014,0.1,0.7,43.9,0.6,0.2323,0.0166,0.1288,289,189,65.4,2.01527E+12,0.1
MCD15A3H,Lai_500m,A2014045,14/02/2014,0.4,1.4,55.8,1,0.5073,0.0238,0.1542,289,110,38.06,2.01528E+12,0.4
MCD15A3H,Lai_500m,A2014049,18/02/2014,0.2,0.7,149,0.5,0.5156,0.0035,0.0594,289,289,100,2.01528E+12,0.5
MCD15A3H,Lai_500m,A2014053,22/02/2014,0.4,0.9,195.2997,0.5,0.6758,0.0055,0.0742,289,289,100,2.01528E+12,0.7
MCD15A3H,Lai_500m,A2014057,26/02/2014,0.3,0.9,185.4998,0.6,0.6419,0.0076,0.0869,289,289,100,2.01528E+12,0.7
MCD15A3H,Lai_500m,A2014061,02/03/2014,0.2,0.6,81.4,0.4,0.5218,0.0032,0.0569,289,156,53.98,2.01528E+12,0.5
MCD15A3H,Lai_500m,A2014065,06/03/2014,0.5,0.9,198.2997,0.4,0.6862,0.0045,0.0672,289,289,100,2.01528E+12,0.6
MCD15A3H,Lai_500m,A2014069,10/03/2014,0.5,0.9,198.4999,0.4,0.6869,0.0059,0.0769,289,289,100,2.01528E+12,0.6
MCD15A3H,Lai_500m,A2014073,14/03/2014,0.5,0.7,178.9,0.2,0.6212,0.0017,0.0417,289,288,99.65,2.01528E+12,0.6
MCD15A3H,Lai_500m,A2014077,18/03/2014,0.4,0.9,231.1002,0.5,0.7997,0.0079,0.0886,289,289,100,2.01528E+12,0.8
MCD15A3H,Lai_500m,A2014081,22/03/2014,0.3,1.2,185.9999,0.9,0.6458,0.0223,0.1492,289,288,99.65,2.01528E+12,0.6
MCD15A3H,Lai_500m,A2014085,26/03/2014,0.4,1.4,222.9002,1,0.7713,0.0104,0.1017,289,289,100,2.01528E+12,0.7
MCD15A3H,Lai_500m,A2014089,30/03/2014,0.6,1.1,207.9004,0.5,0.7194,0.0154,0.1241,289,289,100,2.01528E+12,0.6
MCD15A3H,Lai_500m,A2014093,03/04/2014,0.5,1.4,233.2002,0.9,0.8069,0.0082,0.0905,289,289,100,2.01528E+12,0.7
MCD15A3H,Lai_500m,A2014097,07/04/2014,0.4,1.1,190.4001,0.7,0.6588,0.0188,0.1372,289,289,100,2.01528E+12,0.6
MCD15A3H,Lai_500m,A2014101,11/04/2014,0.3,1.3,251.3995,1,0.8699,0.0156,0.1249,289,289,100,2.01528E+12,0.9
MCD15A3H,Lai_500m,A2014105,15/04/2014,0.6,1.6,254.5999,1,0.881,0.0219,0.1479,289,289,100,2.01528E+12,0.8
MCD15A3H,Lai_500m,A2014109,19/04/2014,0.7,2,286.4996,1.3,0.9913,0.0162,0.1274,289,289,100,2.01528E+12,1
MCD15A3H,Lai_500m,A2014113,23/04/2014,0.9,2.2,303.0001,1.3,1.0484,0.0155,0.1245,289,289,100,2.01528E+12,1
MCD15A3H,Lai_500m,A2014117,27/04/2014,0.5,1.5,242.1998,1,0.8381,0.0368,0.1919,289,289,100,2.01528E+12,0.9
MCD15A3H,Lai_500m,A2014121,01/05/2014,0.5,1.5,270.1004,1,0.9444,0.0381,0.1953,289,286,98.96,2.01528E+12,1.1
MCD15A3H,Lai_500m,A2014125,05/05/2014,1.3,4.9,985.0999,3.6,3.4087,0.7555,0.8692,289,289,100,2.01528E+12,4.4
MCD15A3H,Lai_500m,A2014129,09/05/2014,0.4,6.5,139.2,6.1,1.9886,3.4082,1.8461,289,70,24.22,2.01528E+12,F
MCD15A3H,Lai_500m,A2014133,13/05/2014,1.3,6.8,259.9,5.5,4.1919,2.5207,1.5877,289,62,21.45,2.01528E+12,F
MCD15A3H,Lai_500m,A2014137,17/05/2014,0.7,6.8,355.2001,6.1,3.2587,3.7265,1.9304,289,109,37.72,2.01528E+12,F
MCD15A3H,Lai_500m,A2014141,21/05/2014,0.9,6.7,498.8,5.8,3.8076,2.9606,1.7206,289,131,45.33,2.01528E+12,2.3
MCD15A3H,Lai_500m,A2014145,25/05/2014,1.1,6.8,886.8998,5.7,4.5716,2.128,1.4588,289,194,67.13,2.01528E+12,5
MCD15A3H,Lai_500m,A2014149,29/05/2014,3.4,6.8,1463.9,3.4,5.1007,0.3989,0.6316,289,287,99.31,2.01529E+12,4.7
MCD15A3H,Lai_500m,A2014153,02/06/2014,0.8,6.5,188.3,5.7,2.9889,3.5753,1.8908,289,63,21.8,2.01529E+12,F
MCD15A3H,Lai_500m,A2014157,06/06/2014,1.3,6.7,825.4,5.4,4.4139,1.6781,1.2954,289,187,64.71,2.01529E+12,F
MCD15A3H,Lai_500m,A2014161,10/06/2014,3.8,6.8,241.4,3,5.2478,0.706,0.8402,289,46,15.92,2.01529E+12,F
MCD15A3H,Lai_500m,A2014165,14/06/2014,1.1,6.8,149.5,5.7,4.8226,3.9147,1.9785,289,31,10.73,2.01529E+12,F
MCD15A3H,Lai_500m,A2014169,18/06/2014,1.1,6.9,598.0999,5.8,4.4634,3.212,1.7922,289,134,46.37,2.01529E+12,F
MCD15A3H,Lai_500m,A2014173,22/06/2014,0.7,6.8,559.1,6.1,3.7273,4.7432,2.1779,289,150,51.9,2.01529E+12,1.1
MCD15A3H,Lai_500m,A2014177,26/06/2014,1,6.9,503.4001,5.9,4.5764,3.338,1.827,289,110,38.06,2.01529E+12,F
MCD15A3H,Lai_500m,A2014181,30/06/2014,1,6.1,448.9001,5.1,3.7723,2.3588,1.5358,289,119,41.18,2.01529E+12,4.7
MCD15A3H,Lai_500m,A2014185,04/07/2014,0.8,6.8,573.7,6,5.1223,1.3367,1.1562,289,112,38.75,2.01529E+12,F
MCD15A3H,Lai_500m,A2014189,08/07/2014,0.8,6.8,718.5,6,3.8422,3.5816,1.8925,289,187,64.71,2.01529E+12,1.7
MCD15A3H,Lai_500m,A2014193,12/07/2014,1,6.8,594.5001,5.8,4.1285,2.7965,1.6723,289,144,49.83,2.01529E+12,4.9
MCD15A3H,Lai_500m,A2014197,16/07/2014,0.3,6.5,371.8001,6.2,2.5293,2.9803,1.7264,289,147,50.87,2.01529E+12,F
MCD15A3H,Lai_500m,A2014201,20/07/2014,0.9,6.6,685.3,5.7,4.2043,2.5438,1.5949,289,163,56.4,2.01529E+12,4.6
MCD15A3H,Lai_500m,A2014205,24/07/2014,0.5,6.7,249.7,6.2,2.1526,4.3071,2.0754,289,116,40.14,2.01529E+12,F
MCD15A3H,Lai_500m,A2014209,28/07/2014,0.6,6.8,674.0997,6.2,4.494,3.0279,1.7401,289,150,51.9,2.01529E+12,F
MCD15A3H,Lai_500m,A2014213,01/08/2014,0.7,6.9,1097.0004,6.2,4.5331,1.6028,1.266,289,242,83.74,2.01529E+12,4.3
MCD15A3H,Lai_500m,A2014217,05/08/2014,1.5,5.8,158.5,4.3,4.803,1.2185,1.1038,289,33,11.42,2.01529E+12,F
MCD15A3H,Lai_500m,A2014221,09/08/2014,0.5,3,18.7,2.5,1.0389,0.4235,0.6508,289,18,6.23,2.01529E+12,F
MCD15A3H,Lai_500m,A2014225,13/08/2014,0.4,6.8,1351.9999,6.4,5.541,1.788,1.3372,289,244,84.43,2.01529E+12,F
MCD15A3H,Lai_500m,A2014229,17/08/2014,0.7,6.7,469.3997,6,2.565,2.5523,1.5976,289,183,63.32,2.01529E+12,1.3
MCD15A3H,Lai_500m,A2014233,21/08/2014,1,5.1,394.6,4.1,2.7403,1.4749,1.2145,289,144,49.83,2.01529E+12,F
MCD15A3H,Lai_500m,A2014237,25/08/2014,0.7,6.8,1540.4014,6.1,5.5212,1.9242,1.3871,289,279,96.54,2.01529E+12,F
MCD15A3H,Lai_500m,A2014241,29/08/2014,0.9,5.9,142.6,5,3.1,3.887,1.9715,289,46,15.92,2.01529E+12,F
MCD15A3H,Lai_500m,A2014245,02/09/2014,1.2,6.8,1517.7001,5.6,5.3066,0.3228,0.5681,289,286,98.96,2.01529E+12,6.1
MCD15A3H,Lai_500m,A2014249,06/09/2014,1.1,6.8,983.1996,5.7,4.7498,1.4536,1.2057,289,207,71.63,2.01529E+12,5.2
MCD15A3H,Lai_500m,A2014253,10/09/2014,0.9,6.1,629.4002,5.2,3.2953,2.1087,1.4521,289,191,66.09,2.01529E+12,1.5
MCD15A3H,Lai_500m,A2014257,14/09/2014,3.2,6.8,1442.7997,3.6,5.285,0.2125,0.461,289,273,94.46,2.01529E+12,5.3
MCD15A3H,Lai_500m,A2014261,18/09/2014,1.3,6.7,1481.5006,5.4,5.1263,0.2606,0.5104,289,289,100,2.01529E+12,5.1
MCD15A3H,Lai_500m,A2014265,22/09/2014,2.4,6.8,1450.901,4.4,5.0204,0.1676,0.4094,289,289,100,2.01529E+12,5.1
MCD15A3H,Lai_500m,A2014269,26/09/2014,2.6,6.1,1410.7008,3.5,4.8813,0.1077,0.3282,289,289,100,2.01529E+12,5.3
MCD15A3H,Lai_500m,A2014273,30/09/2014,1.6,6.8,1033.9999,5.2,3.5779,0.716,0.8462,289,289,100,2.01529E+12,4.7
MCD15A3H,Lai_500m,A2014277,04/10/2014,0.5,5.9,575.2003,5.4,2.2469,3.0676,1.7515,289,256,88.58,2.01529E+12,0.6
